transaction_id,timestamp,amount,transaction_status,fraud_flag,user_id,receiver_id
TXN0000042898,2024-05-19 07:34:57,1454,SUCCESS,0,111,28
TXN0000065708,2024-12-24 11:28:37,420,SUCCESS,0,64,6
TXN0000024630,2024-03-15 13:47:58,555,SUCCESS,0,177,6
TXN0000038490,2024-03-07 21:13:21,1193,SUCCESS,0,104,35
TXN0000043701,2024-09-15 08:36:59,149,SUCCESS,0,225,9
TXN0000081628,2024-09-12 18:16:31,373,SUCCESS,0,34,3
TXN0000103297,2024-10-11 07:19:08,606,SUCCESS,0,50,1
TXN0000120292,2024-06-09 08:20:42,761,SUCCESS,0,313,16
TXN0000006125,2024-07-16 18:51:03,866,SUCCESS,0,188,29
TXN0000205284,2024-10-04 13:54:54,146,SUCCESS,0,300,27
TXN0000014439,2024-10-22 18:51:51,3297,SUCCESS,0,31,23
TXN0000112759,2024-06-13 11:05:21,223,SUCCESS,0,9,9
TXN0000155038,2024-11-02 12:03:52,153,SUCCESS,0,148,16
TXN0000163614,2024-05-25 22:15:48,400,SUCCESS,0,281,3
TXN0000168089,2024-07-05 11:48:14,3135,SUCCESS,0,73,30
TXN0000089086,2024-02-02 21:38:35,106,SUCCESS,0,52,27
TXN0000178221,2024-11-09 15:23:11,278,SUCCESS,0,283,1
TXN0000044623,2024-02-16 19:14:43,175,SUCCESS,0,94,4
TXN0000181519,2024-04-24 04:05:22,1269,SUCCESS,0,193,1
TXN0000110183,2024-08-26 12:08:11,1181,SUCCESS,0,340,3
TXN0000236011,2024-10-21 17:50:56,577,SUCCESS,0,146,1
TXN0000105084,2024-11-30 14:41:53,3231,SUCCESS,0,182,17
TXN0000015231,2024-08-27 11:44:55,2594,SUCCESS,0,365,15
TXN0000001190,2024-03-02 08:11:35,441,SUCCESS,0,100,1
TXN0000155434,2024-07-08 19:59:49,576,SUCCESS,0,340,4
TXN0000107705,2024-04-16 14:15:07,307,SUCCESS,0,157,25
TXN0000111048,2024-04-17 20:37:58,374,SUCCESS,0,260,7
TXN0000068068,2024-01-21 12:24:47,452,SUCCESS,0,286,21
TXN0000100474,2024-03-28 13:21:09,108,SUCCESS,0,135,11
TXN0000152020,2024-02-28 20:43:31,2115,SUCCESS,0,320,18
TXN0000199818,2024-03-21 16:33:04,3021,SUCCESS,0,45,10
TXN0000068529,2024-10-16 10:12:19,842,SUCCESS,0,55,16
TXN0000124988,2024-04-04 17:55:22,1224,SUCCESS,0,265,24
TXN0000020282,2024-10-31 19:40:16,208,SUCCESS,0,26,30
TXN0000160850,2024-07-12 12:08:42,221,SUCCESS,0,193,12
TXN0000125906,2024-09-30 14:07:29,2045,SUCCESS,0,28,24
TXN0000093085,2024-12-20 19:07:57,2382,SUCCESS,0,358,1
TXN0000012671,2024-09-18 11:46:00,1219,SUCCESS,0,281,23
TXN0000233663,2024-04-12 07:18:45,147,SUCCESS,0,396,7
TXN0000071255,2024-01-21 23:30:59,835,SUCCESS,0,4,2
TXN0000012955,2024-10-07 01:51:42,815,SUCCESS,0,331,7
TXN0000101823,2024-12-01 16:07:44,196,SUCCESS,0,216,10
TXN0000095829,2024-12-05 09:59:59,673,SUCCESS,0,186,22
TXN0000135248,2024-11-02 19:45:32,1218,SUCCESS,0,208,19
TXN0000026910,2024-06-10 22:28:39,1886,SUCCESS,0,21,24
TXN0000121177,2024-09-10 17:12:44,932,SUCCESS,0,234,6
TXN0000072157,2024-06-30 19:33:16,5122,SUCCESS,0,223,17
TXN0000020622,2024-08-07 12:35:47,1486,SUCCESS,0,42,22
TXN0000080046,2024-10-22 16:53:27,742,SUCCESS,0,197,17
TXN0000081276,2024-06-04 14:28:31,459,SUCCESS,0,364,15
TXN0000161594,2024-07-23 14:18:21,4617,SUCCESS,0,21,25
TXN0000194246,2024-07-22 21:47:50,467,SUCCESS,0,10,7
TXN0000167958,2024-10-27 00:06:57,243,SUCCESS,0,12,12
TXN0000057525,2024-03-12 11:42:19,607,SUCCESS,0,56,29
TXN0000210119,2024-03-03 17:15:26,85,SUCCESS,0,290,8
TXN0000080722,2024-07-30 18:47:11,2566,SUCCESS,0,62,13
TXN0000156221,2024-10-12 18:36:18,419,SUCCESS,0,152,24
TXN0000230116,2024-12-04 11:26:01,10086,SUCCESS,0,60,36
TXN0000114917,2024-10-04 12:18:26,781,SUCCESS,0,245,6
TXN0000035693,2024-06-01 00:26:04,4082,SUCCESS,0,226,17
TXN0000139738,2024-01-11 07:52:13,1235,SUCCESS,0,104,36
TXN0000221841,2024-09-11 08:26:57,6234,SUCCESS,0,140,17
TXN0000069583,2024-01-06 12:14:20,436,SUCCESS,0,9,17
TXN0000032924,2024-10-13 01:37:44,407,SUCCESS,0,76,26
TXN0000230747,2024-05-12 12:42:05,358,SUCCESS,0,193,19
TXN0000198762,2024-07-16 18:19:37,2581,SUCCESS,0,191,31
TXN0000169666,2024-04-07 18:24:39,109,SUCCESS,0,345,29
TXN0000229620,2024-04-08 09:44:46,935,SUCCESS,0,28,25
TXN0000013859,2024-04-27 16:10:03,276,SUCCESS,0,237,22
TXN0000063094,2024-11-10 20:49:54,651,SUCCESS,0,69,36
TXN0000176366,2024-09-29 23:32:04,2153,SUCCESS,0,172,19
TXN0000087569,2024-11-27 18:11:05,1070,SUCCESS,0,273,16
TXN0000125539,2024-10-06 10:47:17,1189,SUCCESS,0,201,26
TXN0000238784,2024-04-26 17:36:10,84,SUCCESS,0,32,31
TXN0000045551,2024-10-08 19:48:21,5159,SUCCESS,0,211,8
TXN0000197862,2024-09-25 18:31:30,2828,SUCCESS,0,151,17
TXN0000201860,2024-09-06 12:42:38,915,SUCCESS,0,113,17
TXN0000226610,2024-02-17 22:53:33,1875,FAILED,0,174,21
TXN0000044713,2024-03-29 10:57:54,1434,FAILED,0,279,3
TXN0000077888,2024-11-06 18:29:07,371,SUCCESS,0,52,8
TXN0000111285,2024-08-09 20:33:10,376,SUCCESS,0,125,4
TXN0000234145,2024-11-30 10:59:38,527,SUCCESS,0,287,1
TXN0000207863,2024-12-13 05:37:18,144,SUCCESS,0,197,7
TXN0000007159,2024-09-02 10:54:31,3584,SUCCESS,0,145,19
TXN0000044541,2024-05-27 20:25:39,572,SUCCESS,0,48,17
TXN0000093833,2024-07-13 09:03:48,3585,SUCCESS,0,62,2
TXN0000099368,2024-05-01 21:05:28,639,SUCCESS,0,104,10
TXN0000015157,2024-04-23 18:50:38,462,SUCCESS,0,143,17
TXN0000024019,2024-11-30 07:30:33,3459,SUCCESS,0,112,27
TXN0000050732,2024-07-04 09:28:19,270,SUCCESS,0,203,29
TXN0000195215,2024-03-23 12:20:34,1733,SUCCESS,0,50,22
TXN0000171593,2024-09-01 21:48:07,488,SUCCESS,0,184,10
TXN0000036255,2024-06-21 20:04:46,553,SUCCESS,0,217,28
TXN0000117581,2024-06-14 19:25:15,801,SUCCESS,0,128,17
TXN0000113099,2024-06-23 15:04:38,276,SUCCESS,0,371,28
TXN0000045962,2024-04-26 13:26:18,761,SUCCESS,0,41,24
TXN0000238700,2024-06-03 20:01:42,262,SUCCESS,0,39,12
TXN0000150968,2024-03-17 19:12:48,875,FAILED,0,64,23
TXN0000137693,2024-10-09 00:55:30,1984,SUCCESS,0,27,23
TXN0000110562,2024-01-20 19:18:32,504,SUCCESS,0,229,17
TXN0000066854,2024-10-28 03:43:09,979,SUCCESS,0,21,1
TXN0000038972,2024-03-13 10:22:29,811,SUCCESS,0,280,9
TXN0000142670,2024-05-03 13:41:00,271,SUCCESS,0,321,17
TXN0000085240,2024-07-29 08:39:37,1761,SUCCESS,0,293,23
TXN0000136514,2024-05-16 08:23:34,230,SUCCESS,0,112,5
TXN0000179823,2024-07-14 20:50:36,675,SUCCESS,0,287,22
TXN0000029589,2024-01-23 14:25:00,2768,FAILED,0,58,5
TXN0000228036,2024-05-05 21:05:53,1764,SUCCESS,0,124,25
TXN0000036217,2024-09-14 15:12:24,1119,SUCCESS,0,86,9
TXN0000187121,2024-07-09 19:06:03,731,SUCCESS,0,302,29
TXN0000037284,2024-09-05 13:26:22,424,SUCCESS,0,272,24
TXN0000015273,2024-07-29 08:16:55,1720,SUCCESS,0,114,23
TXN0000086251,2024-06-12 10:07:04,1173,SUCCESS,0,364,16
TXN0000045340,2024-11-25 12:08:19,703,SUCCESS,0,288,28
TXN0000236644,2024-11-19 09:39:14,5173,SUCCESS,0,272,18
TXN0000243562,2024-07-19 05:29:15,407,SUCCESS,0,245,17
TXN0000215496,2024-12-28 17:05:43,18184,SUCCESS,0,21,17
TXN0000237151,2024-06-25 20:16:14,1062,SUCCESS,0,141,8
TXN0000155185,2024-09-11 20:42:08,4713,SUCCESS,0,382,32
TXN0000187249,2024-04-18 21:51:23,273,SUCCESS,0,99,22
TXN0000157929,2024-03-19 03:28:44,6656,SUCCESS,0,62,10
TXN0000134936,2024-10-30 13:19:08,14675,SUCCESS,0,220,6
TXN0000062171,2024-06-03 17:18:09,567,SUCCESS,0,327,5
TXN0000055182,2024-09-27 14:24:00,73,SUCCESS,0,299,17
TXN0000000118,2024-10-24 09:26:22,1830,SUCCESS,0,93,1
TXN0000011547,2024-09-29 20:17:13,2305,SUCCESS,0,113,19
TXN0000202034,2024-02-03 13:33:17,281,SUCCESS,0,2,26
TXN0000127415,2024-12-16 22:11:14,260,SUCCESS,0,73,7
TXN0000056138,2024-08-17 08:12:06,1647,SUCCESS,0,64,7
TXN0000108063,2024-06-25 15:34:08,556,SUCCESS,0,219,17
TXN0000126808,2024-06-11 21:34:00,136,SUCCESS,0,114,7
TXN0000215902,2024-01-06 19:33:05,1239,SUCCESS,0,230,27
TXN0000073123,2024-12-27 18:30:28,342,SUCCESS,0,23,39
TXN0000197599,2024-03-25 13:43:05,330,SUCCESS,0,232,18
TXN0000030158,2024-07-26 07:13:01,1293,SUCCESS,0,139,21
TXN0000133699,2024-03-03 20:04:47,5874,SUCCESS,0,20,17
TXN0000048289,2024-06-25 21:28:54,335,SUCCESS,0,203,7
TXN0000079599,2024-08-12 13:16:18,709,SUCCESS,0,146,15
TXN0000195562,2024-03-13 20:35:05,876,SUCCESS,0,91,2
TXN0000200804,2024-07-20 07:18:35,2715,SUCCESS,0,42,6
TXN0000197738,2024-07-27 16:35:32,1091,SUCCESS,0,86,13
TXN0000181213,2024-08-28 18:59:26,301,SUCCESS,0,190,7
TXN0000029209,2024-06-11 17:15:43,150,SUCCESS,0,80,23
TXN0000034791,2024-01-14 16:51:32,625,SUCCESS,0,113,2
TXN0000124864,2024-04-02 19:45:36,664,SUCCESS,0,207,11
TXN0000238482,2024-07-25 09:55:22,500,SUCCESS,0,362,22
TXN0000000716,2024-04-22 11:33:54,6048,SUCCESS,0,216,19
TXN0000190433,2024-05-10 12:43:27,22,SUCCESS,0,229,23
TXN0000104834,2024-12-27 11:50:30,527,SUCCESS,0,322,17
TXN0000235720,2024-09-03 09:06:14,612,SUCCESS,0,10,19
TXN0000157253,2024-06-16 22:11:12,3728,SUCCESS,0,155,22
TXN0000112664,2024-02-04 11:24:38,115,SUCCESS,0,286,17
TXN0000106799,2024-04-03 06:26:23,568,SUCCESS,0,58,12
TXN0000018564,2024-10-25 20:13:16,176,SUCCESS,0,26,10
TXN0000050993,2024-11-25 16:05:54,217,SUCCESS,0,87,11
TXN0000191417,2024-01-19 18:57:25,774,SUCCESS,0,353,25
TXN0000169129,2024-09-02 15:02:33,106,SUCCESS,0,185,17
TXN0000013695,2024-06-25 12:42:23,2580,SUCCESS,0,151,16
TXN0000125879,2024-10-15 08:33:46,848,SUCCESS,0,125,27
TXN0000197500,2024-12-26 18:34:41,199,SUCCESS,0,116,4
TXN0000242422,2024-06-26 11:24:39,357,SUCCESS,0,131,5
TXN0000173301,2024-08-14 03:25:03,631,SUCCESS,0,51,12
TXN0000127849,2024-04-22 11:13:49,2966,SUCCESS,0,124,20
TXN0000092553,2024-12-04 23:40:27,4329,SUCCESS,0,109,1
TXN0000046617,2024-08-30 19:53:14,5612,SUCCESS,0,187,4
TXN0000228549,2024-11-17 15:59:07,2195,SUCCESS,0,17,3
TXN0000197155,2024-09-26 14:41:41,1098,SUCCESS,0,117,2
TXN0000059550,2024-02-29 12:42:14,2929,SUCCESS,0,221,15
TXN0000080343,2024-07-23 00:24:39,860,SUCCESS,0,21,38
TXN0000070426,2024-02-23 11:13:48,387,SUCCESS,0,256,11
TXN0000072547,2024-09-30 11:36:32,929,SUCCESS,0,10,7
TXN0000100003,2024-06-01 15:37:39,463,SUCCESS,0,177,23
TXN0000071488,2024-04-15 11:09:40,627,SUCCESS,0,42,7
TXN0000129630,2024-05-08 13:52:23,2624,FAILED,0,63,22
TXN0000002681,2024-02-02 20:17:03,1933,SUCCESS,0,82,8
TXN0000034795,2024-06-03 17:09:57,640,SUCCESS,0,259,17
TXN0000180857,2024-10-27 15:10:11,642,SUCCESS,0,30,16
TXN0000032250,2024-08-08 22:53:41,1079,SUCCESS,0,55,5
TXN0000088687,2024-11-21 18:49:57,957,SUCCESS,0,67,6
TXN0000031171,2024-09-18 01:18:16,2688,SUCCESS,0,203,22
TXN0000016701,2024-08-02 15:35:19,116,SUCCESS,0,81,20
TXN0000068332,2024-08-11 18:53:11,727,SUCCESS,0,30,26
TXN0000167806,2024-01-08 11:04:43,3358,SUCCESS,0,20,14
TXN0000070005,2024-01-27 17:34:05,2569,SUCCESS,0,10,27
TXN0000051069,2024-06-04 10:52:08,286,SUCCESS,0,137,17
TXN0000019954,2024-11-02 08:59:45,936,SUCCESS,0,319,17
TXN0000156696,2024-05-06 00:15:43,227,SUCCESS,0,136,17
TXN0000053682,2024-04-07 22:27:46,858,SUCCESS,0,236,33
TXN0000229840,2024-03-09 20:59:59,479,SUCCESS,0,55,16
TXN0000226452,2024-10-29 12:33:39,885,SUCCESS,0,17,13
TXN0000221607,2024-08-15 20:30:23,389,SUCCESS,0,307,17
TXN0000134290,2024-03-20 12:26:22,215,SUCCESS,0,258,27
TXN0000101252,2024-07-13 10:52:18,666,SUCCESS,0,299,8
TXN0000225727,2024-11-24 20:50:54,137,SUCCESS,0,301,1
TXN0000057259,2024-06-18 08:38:07,615,SUCCESS,0,190,23
TXN0000091446,2024-01-25 14:08:56,404,SUCCESS,0,62,15
TXN0000177960,2024-08-06 17:14:42,695,SUCCESS,0,102,27
TXN0000122213,2024-08-12 10:14:02,573,SUCCESS,0,153,27
TXN0000014152,2024-07-13 16:26:59,3714,SUCCESS,0,356,1
TXN0000139722,2024-02-26 20:16:37,4163,SUCCESS,0,169,4
TXN0000158093,2024-10-13 22:16:00,5925,SUCCESS,0,62,16
TXN0000139470,2024-02-01 13:56:28,123,SUCCESS,0,111,7
TXN0000033644,2024-09-08 12:49:54,325,SUCCESS,0,241,17
TXN0000146061,2024-03-02 13:34:39,487,SUCCESS,0,257,25
TXN0000108222,2024-09-12 16:06:59,80,SUCCESS,0,166,20
TXN0000009490,2024-09-30 08:06:13,426,SUCCESS,0,64,29
TXN0000049462,2024-08-10 04:15:24,841,SUCCESS,0,321,31
TXN0000236327,2024-02-16 13:29:26,544,SUCCESS,0,148,22
TXN0000213500,2024-11-03 19:06:28,32,SUCCESS,0,203,35
TXN0000093934,2024-11-10 20:40:43,2571,SUCCESS,0,327,6
TXN0000243271,2024-09-30 10:39:47,3265,SUCCESS,0,72,22
TXN0000142041,2024-08-30 15:00:06,227,FAILED,0,227,16
TXN0000127081,2024-12-22 21:50:21,362,SUCCESS,0,113,1
TXN0000063009,2024-09-30 17:41:33,862,SUCCESS,0,67,22
TXN0000098106,2024-12-03 22:16:14,1810,SUCCESS,0,240,28
TXN0000208048,2024-03-06 13:43:10,771,SUCCESS,0,4,10
TXN0000008422,2024-08-31 18:55:04,1089,SUCCESS,0,10,7
TXN0000152115,2024-02-24 20:33:27,870,FAILED,0,315,3
TXN0000080414,2024-08-11 17:29:23,138,SUCCESS,0,201,25
TXN0000022067,2024-05-12 18:36:04,200,SUCCESS,0,303,5
TXN0000018420,2024-07-14 16:51:50,1285,SUCCESS,0,10,15
TXN0000133289,2024-02-09 22:29:19,1041,SUCCESS,0,87,1
TXN0000074353,2024-05-02 14:26:07,601,SUCCESS,0,140,21
TXN0000029775,2024-11-26 10:22:33,1428,SUCCESS,0,217,19
TXN0000130107,2024-10-10 14:36:30,1375,SUCCESS,0,229,22
TXN0000174307,2024-08-06 12:03:54,177,SUCCESS,0,56,21
TXN0000181960,2024-11-13 13:57:20,807,SUCCESS,0,108,22
TXN0000008840,2024-07-27 12:05:41,37,SUCCESS,0,330,1
TXN0000188197,2024-10-01 15:26:38,944,SUCCESS,0,120,9
TXN0000179897,2024-07-12 15:41:25,201,SUCCESS,0,105,23
TXN0000216902,2024-10-29 14:31:57,80,SUCCESS,0,227,7
TXN0000170436,2024-06-03 17:08:52,1841,SUCCESS,0,95,3
TXN0000131447,2024-08-22 13:32:16,8937,SUCCESS,0,122,22
TXN0000109456,2024-05-11 23:53:01,49,SUCCESS,0,63,10
TXN0000221715,2024-04-11 12:31:42,183,SUCCESS,0,225,9
TXN0000031890,2024-07-21 02:46:44,370,SUCCESS,0,227,17
TXN0000239718,2024-12-28 08:15:58,700,SUCCESS,0,111,19
TXN0000216883,2024-12-09 18:16:15,591,FAILED,0,63,27
TXN0000022101,2024-07-02 15:19:18,441,SUCCESS,0,10,1
TXN0000117925,2024-03-29 15:22:45,924,SUCCESS,0,191,17
TXN0000090938,2024-10-19 07:49:09,41,SUCCESS,0,3,8
TXN0000198484,2024-02-02 09:19:29,2304,SUCCESS,0,163,16
TXN0000044428,2024-04-04 21:45:03,68,SUCCESS,0,95,23
TXN0000013956,2024-10-26 18:34:49,281,SUCCESS,0,277,25
TXN0000048473,2024-12-05 18:10:57,1856,SUCCESS,0,332,19
TXN0000016007,2024-06-13 19:45:15,2019,SUCCESS,0,11,16
TXN0000167603,2024-02-01 17:07:57,636,SUCCESS,0,10,22
TXN0000104854,2024-12-26 13:08:45,2811,SUCCESS,0,53,2
TXN0000068610,2024-04-30 19:52:34,1359,SUCCESS,0,62,6
TXN0000008053,2024-06-04 21:11:55,7365,SUCCESS,0,94,5
TXN0000071850,2024-01-23 21:11:41,825,SUCCESS,0,206,5
TXN0000053651,2024-12-26 12:05:51,1172,SUCCESS,0,18,28
TXN0000242113,2024-07-18 08:50:02,764,SUCCESS,0,197,1
TXN0000150468,2024-03-11 17:07:33,915,SUCCESS,0,290,24
TXN0000010461,2024-06-27 04:36:44,4009,SUCCESS,0,47,23
TXN0000149974,2024-03-19 20:21:36,1211,SUCCESS,0,62,9
TXN0000192418,2024-10-08 19:21:44,460,SUCCESS,0,254,7
TXN0000176914,2024-12-27 18:55:13,372,SUCCESS,0,318,3
TXN0000165322,2024-05-15 08:10:40,424,SUCCESS,0,48,18
TXN0000006275,2024-03-27 17:31:43,258,FAILED,0,101,4
TXN0000005318,2024-12-24 13:21:35,779,SUCCESS,0,157,3
TXN0000059574,2024-05-25 21:16:10,244,SUCCESS,0,180,21
TXN0000083595,2024-11-17 18:57:19,80,SUCCESS,0,15,14
TXN0000014534,2024-02-15 00:22:03,742,SUCCESS,0,3,15
TXN0000114982,2024-12-15 12:32:52,168,SUCCESS,0,223,6
TXN0000236307,2024-05-17 14:37:53,4403,SUCCESS,0,166,12
TXN0000017337,2024-01-06 21:48:03,2119,SUCCESS,0,121,15
TXN0000157803,2024-04-08 10:20:23,1137,SUCCESS,0,31,3
TXN0000180502,2024-07-04 19:50:15,181,SUCCESS,0,109,39
TXN0000014520,2024-02-27 14:23:07,2490,SUCCESS,0,259,22
TXN0000061508,2024-10-08 03:56:06,191,SUCCESS,0,255,12
TXN0000057237,2024-05-04 20:22:51,560,SUCCESS,0,380,10
TXN0000215735,2024-08-02 17:02:51,1898,SUCCESS,0,54,6
TXN0000140575,2024-06-17 12:53:03,1399,SUCCESS,0,217,3
TXN0000121642,2024-02-04 20:27:58,59,SUCCESS,0,266,11
TXN0000104741,2024-03-15 18:05:50,3918,SUCCESS,0,27,35
TXN0000042459,2024-12-14 17:29:26,276,SUCCESS,0,124,10
TXN0000028574,2024-07-01 02:58:50,4035,SUCCESS,0,122,1
TXN0000132639,2024-04-14 12:15:59,3348,FAILED,0,107,3
TXN0000141516,2024-08-21 11:28:28,135,SUCCESS,0,225,5
TXN0000080030,2024-02-11 11:23:18,197,SUCCESS,0,307,6
TXN0000219252,2024-06-27 07:06:55,76,SUCCESS,0,88,9
TXN0000113900,2024-01-08 14:37:18,428,SUCCESS,0,256,15
TXN0000205368,2024-06-07 16:26:03,312,SUCCESS,0,320,27
TXN0000230345,2024-01-06 12:46:14,2152,SUCCESS,0,256,38
TXN0000240150,2024-04-12 07:05:21,2840,SUCCESS,0,201,1
TXN0000063223,2024-10-18 19:26:56,342,SUCCESS,0,30,31
TXN0000137186,2024-06-02 10:15:20,111,SUCCESS,0,332,10
TXN0000221964,2024-07-16 19:08:16,2583,FAILED,0,378,14
TXN0000126651,2024-10-25 13:48:13,566,SUCCESS,0,28,1
TXN0000132103,2024-10-03 10:42:13,2271,SUCCESS,0,114,7
TXN0000150983,2024-11-28 12:28:45,1420,SUCCESS,0,210,19
TXN0000129225,2024-07-09 18:41:36,112,SUCCESS,0,260,14
TXN0000249717,2024-04-02 18:05:53,889,SUCCESS,0,141,12
TXN0000045451,2024-02-22 11:03:57,1758,SUCCESS,0,264,22
TXN0000156705,2024-03-08 22:36:41,748,SUCCESS,0,238,17
TXN0000205778,2024-10-21 11:42:04,3657,SUCCESS,0,327,1
TXN0000216062,2024-10-10 13:44:01,127,SUCCESS,0,217,16
TXN0000028698,2024-03-20 15:13:18,1585,SUCCESS,0,203,3
TXN0000112296,2024-12-09 19:54:38,3681,SUCCESS,0,97,26
TXN0000132195,2024-06-03 15:33:42,130,SUCCESS,0,199,2
TXN0000175690,2024-10-20 10:34:22,3360,FAILED,0,126,9
TXN0000148890,2024-07-29 11:05:01,743,SUCCESS,0,133,2
TXN0000075474,2024-09-11 10:54:34,408,SUCCESS,0,293,22
TXN0000177341,2024-01-27 18:52:38,107,SUCCESS,0,67,20
TXN0000223134,2024-09-07 10:28:37,913,SUCCESS,0,134,6
TXN0000102470,2024-03-30 16:34:30,1095,SUCCESS,0,208,28
TXN0000013650,2024-08-15 16:05:30,117,SUCCESS,0,111,16
TXN0000237611,2024-12-27 21:45:34,273,SUCCESS,0,17,15
TXN0000068105,2024-12-05 19:15:40,2130,SUCCESS,0,115,15
TXN0000234949,2024-11-20 09:10:42,153,SUCCESS,0,21,10
TXN0000197705,2024-01-24 10:38:12,1247,SUCCESS,0,78,27
TXN0000169480,2024-07-29 16:43:50,2790,SUCCESS,0,86,23
TXN0000006944,2024-11-22 18:08:04,142,SUCCESS,0,152,24
TXN0000149472,2024-07-30 13:15:30,1952,SUCCESS,0,159,1
TXN0000159604,2024-11-19 17:38:03,958,SUCCESS,0,135,33
TXN0000030625,2024-03-06 14:59:13,1943,SUCCESS,0,252,7
TXN0000084418,2024-02-28 20:22:56,433,SUCCESS,0,65,3
TXN0000234371,2024-05-08 19:18:54,179,SUCCESS,0,191,17
TXN0000143051,2024-01-15 10:22:46,601,SUCCESS,0,26,16
TXN0000085485,2024-07-17 12:35:37,1769,SUCCESS,0,10,23
TXN0000074622,2024-01-29 17:43:08,469,SUCCESS,0,44,9
TXN0000079615,2024-08-29 17:54:21,1052,SUCCESS,0,31,17
TXN0000146519,2024-10-07 11:58:26,914,SUCCESS,0,200,7
TXN0000128065,2024-02-02 16:24:33,794,SUCCESS,0,288,1
TXN0000195041,2024-06-29 13:50:33,150,SUCCESS,0,225,27
TXN0000111254,2024-01-01 09:30:25,719,SUCCESS,0,220,22
TXN0000134511,2024-09-04 19:10:01,440,SUCCESS,0,300,2
TXN0000206690,2024-05-21 17:06:25,1326,SUCCESS,0,105,26
TXN0000168699,2024-01-22 18:56:43,1136,SUCCESS,0,141,25
TXN0000045295,2024-09-14 17:59:16,397,SUCCESS,0,258,1
TXN0000060673,2024-08-27 14:29:00,350,SUCCESS,0,15,1
TXN0000113706,2024-01-27 09:44:03,78,SUCCESS,0,240,15
TXN0000204763,2024-10-02 21:54:32,2293,SUCCESS,0,252,16
TXN0000085711,2024-07-04 19:26:05,459,SUCCESS,0,141,19
TXN0000031753,2024-09-03 08:12:53,799,SUCCESS,0,101,26
TXN0000219278,2024-12-01 12:26:36,599,SUCCESS,0,225,8
TXN0000189702,2024-02-28 11:37:44,664,SUCCESS,0,180,19
TXN0000187778,2024-04-01 13:47:59,1014,SUCCESS,0,305,7
TXN0000179571,2024-07-30 20:04:42,3587,SUCCESS,0,116,23
TXN0000159203,2024-07-22 13:55:58,1967,SUCCESS,0,179,19
TXN0000187528,2024-02-04 18:39:02,3202,SUCCESS,0,44,21
TXN0000037768,2024-02-17 12:21:09,417,SUCCESS,0,199,11
TXN0000230731,2024-05-08 12:39:12,568,SUCCESS,0,272,5
